feedback_id,order_id,customer_id,rating,feedback_category,sentiment,feedback_date,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,product_id,quantity,unit_price,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,campaign_id,campaign_name,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,delay_minutes,sla_breach,profit,profit_margin,order_hour,day_name,peak_period
4849700,5003411521,44121310,1.0,Delivery,Negative,2025-02-11 23:11:00,Mumbai,400693,2024-07-02,Regular,25,312.68,1144,3,275.4,2025-02-11 23:11:00,2025-02-11 23:21:00,2025-02-11 23:38:30,Significantly Delayed,1670.56,UPI,37,50,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,17.5,1,351.93,21.07,23,Tuesday,Night
4063269,4296802372,92688632,2.0,Delivery,Negative,2025-02-03 12:48:00,Nagpur,440231,2024-09-13,Regular,32,333.48,1098,4,72.11,2025-02-01 12:48:00,2025-02-01 13:03:00,2025-02-01 13:14:48,Significantly Delayed,510.57,Cash on Delivery,256,74,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,11.8,1,73.54,14.4,12,Saturday,Lunch
9961517,7268597837,26263441,2.0,Delivery,Negative,2025-05-14 19:15:00,Pune,411925,2023-10-19,Regular,8,351.06,1375,1,46.35,2025-05-11 19:15:00,2025-05-11 19:35:00,2025-05-11 19:36:54,Slightly Delayed,88.76,UPI,20,13,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,1.9,0,-12.7,-14.31,19,Sunday,Evening
7864368,1765802067,76148359,3.0,Delivery,Neutral,2024-12-31 12:25:00,Delhi,110375,2023-08-31,Gold,107,437.84,1384,5,130.69,2024-12-26 12:25:00,2024-12-26 12:35:00,2024-12-26 12:41:18,Slightly Delayed,731.95,UPI,60,62,11,Instant Delivery Offer,New Users,Email,250,11,1,509.1,2301.12,4.52,6.3,0,141.67,19.36,12,Thursday,Lunch
2621489,6257246298,19149999,2.0,Delivery,Negative,2025-02-17 19:43:00,Hyderabad,500372,2023-06-22,Regular,44,260.2,1284,3,219.26,2025-02-16 19:43:00,2025-02-16 19:53:00,2025-02-16 19:54:06,Slightly Delayed,2435.469776640002,UPI,3,10,13,Email Campaign,All Users,YouTube,531,14,1,587.1,2465.83,4.2,1.1,0,550.51,22.6,19,Sunday,Evening
7602251,3975413854,50840401,2.0,Delivery,Negative,2024-10-04 15:01:00,Mumbai,400858,2023-08-12,Regular,34,392.11,1193,3,154.9,2024-10-01 15:01:00,2024-10-01 15:11:00,2024-10-01 15:12:06,Slightly Delayed,876.45,Debit Card,190,6,11,Instant Delivery Offer,New Users,Email,250,11,1,509.1,2301.12,4.52,1.1,0,176.35,20.12,15,Tuesday,Lunch
9044043,2207121507,49109237,4.0,Product Quality,Positive,2025-01-28 19:12:00,Mumbai,400926,2024-06-03,Gold,121,509.5,1325,1,74.63,2025-01-26 19:12:00,2025-01-26 19:27:00,2025-01-26 19:25:24,On Time,131.81,Cash on Delivery,249,50,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,-1.6,0,-2.37,-1.8,19,Sunday,Evening
7340117,2556952681,74303260,5.0,App Experience,Positive,2024-11-02 20:20:00,Noida,201656,2023-05-05,Gold,124,589.3,1369,1,332.83,2024-10-29 20:20:00,2024-10-29 20:30:00,2024-10-29 20:27:12,On Time,604.13,Cash on Delivery,175,25,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,-2.8,0,110.99,18.37,20,Tuesday,Evening
9830491,5032902763,37958119,3.0,Delivery,Neutral,2025-05-26 04:30:00,Delhi,110494,2024-09-29,Gold,166,669.7,1059,3,182.1,2025-05-24 04:30:00,2025-05-24 04:45:00,2025-05-24 04:55:00,Slightly Delayed,1009.2,Cash on Delivery,186,85,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,10.0,0,208.21,20.63,4,Saturday,Night
1572958,5119934573,39342062,4.0,Delivery,Positive,2025-01-10 18:48:00,Delhi,110307,2023-08-19,Gold,146,497.9,1486,2,139.55,2025-01-08 18:48:00,2025-01-08 18:58:00,2025-01-08 19:05:00,Slightly Delayed,422.29,Credit Card,37,69,11,Instant Delivery Offer,New Users,Email,250,11,1,509.1,2301.12,4.52,7.0,0,67.35,15.95,18,Wednesday,Evening
1835117,9962389621,12250844,4.0,Customer Service,Positive,2025-01-03 07:23:00,Mumbai,400712,2024-05-20,Gold,95,605.71,1192,3,129.68,2024-12-30 07:23:00,2024-12-30 07:33:00,2024-12-30 07:33:54,Slightly Delayed,441.46,UPI,67,33,6,Membership Drive,Existing Users,Push Notification,193,6,1,237.85,706.41,2.97,0.9,0,71.95,16.3,7,Monday,Morning
8257649,8995471478,35453304,4.0,Delivery,Positive,2025-03-15 22:11:00,Hyderabad,500545,2023-08-11,Gold,92,664.41,1197,1,112.51,2025-03-12 22:11:00,2025-03-12 22:21:00,2025-03-12 22:24:48,Slightly Delayed,199.14,UPI,170,10,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,3.8,0,13.79,6.92,22,Wednesday,Night
6029435,6960971902,95393660,4.0,App Experience,Positive,2025-03-25 16:37:00,Chennai,600813,2023-04-19,Gold,86,393.5,1445,5,92.75,2025-03-20 16:37:00,2025-03-20 16:47:00,2025-03-20 16:45:30,On Time,538.12,UPI,64,54,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,-1.5,0,95.15,17.68,16,Thursday,Lunch
6553726,4200333443,15228650,3.0,Pricing,Neutral,2025-06-11 12:08:00,Ahmedabad,380995,2023-04-08,Gold,163,470.19,1459,4,93.08,2025-06-06 12:08:00,2025-06-06 12:28:00,2025-06-06 12:27:54,On Time,654.55,UPI,67,46,9,Fresh Fruits Week,Existing Users,Social Media,397,14,1,241.54,739.1,3.06,-0.1,0,123.09,18.81,12,Friday,Lunch
5111942,2118123652,58785421,5.0,Delivery,Positive,2024-08-16 18:53:00,Gurgaon,122922,2023-05-12,Gold,178,454.02,1311,2,129.07,2024-08-13 18:53:00,2024-08-13 19:13:00,2024-08-13 19:10:24,On Time,489.99,UPI,91,65,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,-2.6,0,83.6,17.06,18,Tuesday,Evening
9961608,8741978244,96376078,2.0,Product Quality,Negative,2025-05-24 18:02:00,Chennai,600490,2024-08-05,Gold,139,458.58,1049,1,205.95,2025-05-19 18:02:00,2025-05-19 18:12:00,2025-05-19 18:14:18,Slightly Delayed,386.4,Cash on Delivery,215,54,9,Fresh Fruits Week,Existing Users,Social Media,397,14,1,241.54,739.1,3.06,2.3,0,58.74,15.2,18,Monday,Evening
8388748,9144500360,17599569,5.0,Delivery,Positive,2024-09-06 15:07:00,Gurgaon,122998,2023-08-22,Gold,129,472.18,1220,5,78.44,2024-09-06 15:07:00,2024-09-06 15:27:00,2024-09-06 15:22:36,On Time,658.74,UPI,144,58,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,-4.4,0,124.1,18.84,15,Friday,Lunch
4194458,4313841819,43296227,4.0,Delivery,Neutral,2025-06-22 21:23:00,Delhi,110869,2023-09-28,Gold,128,626.72,1267,2,79.25,2025-06-20 21:23:00,2025-06-20 21:43:00,2025-06-20 21:44:12,Slightly Delayed,312.52,UPI,14,59,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,1.2,0,41.0,13.12,21,Friday,Evening
1835168,5459804332,37125723,3.0,Delivery,Neutral,2024-12-17 22:46:00,Mumbai,400869,2024-01-07,Gold,162,712.58,1431,5,59.88,2024-12-13 22:46:00,2024-12-13 23:06:00,2024-12-13 23:17:18,Significantly Delayed,593.52,UPI,192,4,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,11.3,1,93.44,15.74,22,Friday,Night
9175201,5705564337,36678778,4.0,Delivery,Positive,2025-06-24 15:16:00,Bangalore,560584,2024-11-26,Regular,35,348.77,1125,2,143.37,2025-06-21 15:16:00,2025-06-21 15:26:00,2025-06-21 15:32:00,Slightly Delayed,405.04,UPI,32,18,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,6.0,0,63.21,15.61,15,Saturday,Lunch
1704098,8262123704,40528567,4.0,Product Quality,Positive,2024-11-07 19:57:00,Chennai,600367,2024-01-30,Gold,73,419.17,1309,5,25.58,2024-11-03 19:57:00,2024-11-03 20:27:00,2024-11-03 20:19:12,On Time,238.78,Wallet,35,54,6,Membership Drive,Existing Users,Push Notification,193,6,1,237.85,706.41,2.97,-7.8,0,23.31,9.76,19,Sunday,Evening
4980899,7287603387,74778142,4.0,Customer Service,Positive,2024-09-12 00:55:00,Delhi,110761,2023-11-18,Gold,118,575.02,1143,4,64.23,2024-09-10 00:55:00,2024-09-10 01:05:00,2024-09-10 01:09:06,Slightly Delayed,370.95,UPI,147,68,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,4.1,0,55.03,14.83,0,Tuesday,Night
1310887,6469451965,98199925,5.0,Delivery,Positive,2024-09-25 12:10:00,Bangalore,560207,2023-03-02,Regular,32,229.35,1481,1,243.61,2024-09-24 12:10:00,2024-09-24 12:25:00,2024-09-24 12:17:00,On Time,487.96,Wallet,255,41,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,-8.0,0,83.11,17.03,12,Tuesday,Lunch
1835177,7540965581,88510140,5.0,Product Quality,Positive,2024-08-14 20:36:00,Pune,411134,2023-11-17,Regular,39,307.1,1123,1,55.23,2024-08-12 20:36:00,2024-08-12 20:51:00,2024-08-12 20:47:54,On Time,70.94,UPI,198,3,8,Raksha Bandhan Deals,All Users,Social Media,650,15,1,291.71,1228.11,4.21,-3.1,0,-16.97,-23.92,20,Monday,Evening
2097322,3432644819,24017808,4.0,Delivery,Positive,2024-11-02 09:19:00,Bangalore,560540,2024-03-06,Gold,109,650.2,1252,3,102.2,2024-10-29 09:19:00,2024-10-29 09:34:00,2024-10-29 09:39:36,Slightly Delayed,623.18,Credit Card,228,31,8,Raksha Bandhan Deals,All Users,Social Media,650,15,1,291.71,1228.11,4.21,5.6,0,115.56,18.54,9,Tuesday,Morning
6815925,6618874071,87690995,4.0,Pricing,Positive,2025-02-18 06:35:00,Mumbai,400484,2024-04-11,Gold,135,471.95,1436,4,89.1,2025-02-18 06:35:00,2025-02-18 07:05:00,2025-02-18 07:06:24,Slightly Delayed,447.64,UPI,65,47,13,Email Campaign,All Users,YouTube,531,14,1,587.1,2465.83,4.2,1.4,0,73.43,16.4,6,Tuesday,Morning
6160566,2039349466,49562987,4.0,Delivery,Positive,2025-03-07 18:42:00,Ahmedabad,380973,2024-05-29,Regular,41,329.04,1063,2,148.6,2025-03-07 18:42:00,2025-03-07 18:52:00,2025-03-07 18:48:00,On Time,587.11,UPI,162,49,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,-4.0,0,106.91,18.21,18,Friday,Evening
4849845,8297513192,12796229,3.0,Delivery,Neutral,2025-06-06 13:05:00,Hyderabad,500396,2024-05-02,Regular,11,381.26,1356,5,21.39,2025-06-01 13:05:00,2025-06-01 13:20:00,2025-06-01 13:21:00,Slightly Delayed,154.66,Credit Card,30,61,12,Free Delivery Campaign,Premium Users,App,274,8,1,93.37,170.87,1.83,1.0,0,3.12,2.02,13,Sunday,Lunch
4718781,4471914730,52198210,4.0,Delivery,Positive,2025-02-25 21:41:00,Ahmedabad,380918,2023-07-01,Regular,13,293.79,1213,1,55.67,2025-02-20 21:41:00,2025-02-20 21:56:00,2025-02-20 21:55:54,On Time,72.19,Cash on Delivery,58,48,8,Raksha Bandhan Deals,All Users,Social Media,650,15,1,291.71,1228.11,4.21,-0.1,0,-16.67,-23.09,21,Thursday,Evening
8913091,8448770289,59003489,1.0,Delivery,Negative,2025-05-22 22:33:00,Ahmedabad,380400,2024-05-18,Gold,114,612.74,1474,3,53.08,2025-05-19 22:33:00,2025-05-19 22:48:00,2025-05-19 23:00:18,Significantly Delayed,242.28,Wallet,160,15,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,12.3,1,9.15,3.78,22,Monday,Night
5243079,3325690099,57255769,4.0,Product Quality,Positive,2024-08-12 13:53:00,Delhi,110279,2024-09-28,Gold,138,749.17,1310,5,102.96,2024-08-12 13:53:00,2024-08-12 14:08:00,2024-08-12 14:10:54,Slightly Delayed,774.22,UPI,98,59,9,Fresh Fruits Week,Existing Users,Social Media,397,14,1,241.54,739.1,3.06,2.9,0,151.81,19.61,13,Monday,Lunch
5898441,7484604664,22478470,4.0,Delivery,Positive,2024-12-14 22:05:00,Delhi,110242,2023-12-13,Gold,113,381.14,1222,3,114.88,2024-12-13 22:05:00,2024-12-13 22:35:00,2024-12-13 22:43:42,Slightly Delayed,439.42,UPI,4,85,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,8.7,0,71.46,16.26,22,Friday,Night
3277002,6270877946,65959047,5.0,Delivery,Positive,2025-06-25 19:52:00,Mumbai,400407,2024-05-07,Gold,89,564.45,1492,3,83.57,2025-06-25 19:52:00,2025-06-25 20:07:00,2025-06-25 20:13:12,Slightly Delayed,438.18,UPI,240,79,13,Email Campaign,All Users,YouTube,531,14,1,587.1,2465.83,4.2,6.2,0,71.16,16.24,19,Wednesday,Evening
4587728,3589669115,12815400,4.0,Pricing,Positive,2024-11-09 14:11:00,Pune,411910,2024-02-15,Gold,81,703.68,1169,3,241.25,2024-11-05 14:11:00,2024-11-05 14:21:00,2024-11-05 14:15:24,On Time,1509.1,UPI,112,51,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,-5.6,0,328.18,21.75,14,Tuesday,Lunch
4063442,8139571459,78084768,3.0,Product Quality,Neutral,2025-03-18 16:59:00,Pune,411592,2024-11-26,Gold,80,591.27,1146,2,222.51,2025-03-13 16:59:00,2025-03-13 17:29:00,2025-03-13 17:26:36,On Time,493.79,Credit Card,172,42,8,Raksha Bandhan Deals,All Users,Social Media,650,15,1,291.71,1228.11,4.21,-2.4,0,84.51,17.11,16,Thursday,Lunch
7995606,9574678801,47671505,5.0,App Experience,Positive,2025-05-01 21:22:00,Lucknow,226131,2023-02-12,Gold,154,738.45,1460,4,194.63,2025-05-01 21:22:00,2025-05-01 21:52:00,2025-05-01 21:44:00,On Time,1525.26,Debit Card,256,55,3,Festival Offer,New Users,SMS,344,7,1,187.87,462.16,2.46,-8.0,0,332.06,21.77,21,Thursday,Evening
9830626,9916252452,37958119,4.0,Delivery,Neutral,2024-09-20 08:22:00,Delhi,110494,2024-09-29,Gold,166,669.7,1167,2,110.2,2024-09-20 08:22:00,2024-09-20 08:42:00,2024-09-20 08:56:36,Significantly Delayed,300.01,Cash on Delivery,149,40,1,New User Discount,Existing Users,Facebook,368,8,1,504.13,1618.25,3.21,14.6,1,23.0,7.67,8,Friday,Morning
3932394,4425122085,24066085,4.0,App Experience,Positive,2024-12-15 13:57:00,Mumbai,400914,2023-02-12,Regular,20,351.05,1188,2,435.69,2024-12-13 13:57:00,2024-12-13 14:12:00,2024-12-13 14:06:36,On Time,1526.48,UPI,121,33,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,-5.4,0,332.36,21.77,13,Friday,Lunch
7209195,1355415861,25415443,5.0,App Experience,Positive,2024-08-02 13:57:00,Chennai,600854,2024-03-22,Regular,26,464.09,1375,4,116.82,2024-08-01 13:57:00,2024-08-01 14:17:00,2024-08-01 14:15:42,On Time,819.61,UPI,115,54,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,-1.3,0,162.71,19.85,13,Thursday,Lunch
1310957,4003987770,94247290,5.0,Delivery,Positive,2024-09-10 14:55:00,Delhi,110413,2023-11-05,Gold,139,694.07,1186,2,80.59,2024-09-05 14:55:00,2024-09-05 15:05:00,2024-09-05 14:57:00,On Time,177.54,UPI,177,5,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,-8.0,0,8.61,4.85,14,Thursday,Lunch
2228465,8285716797,28834959,4.0,Delivery,Positive,2025-05-23 17:02:00,Delhi,110793,2023-10-23,Gold,161,646.92,1311,5,48.65,2025-05-21 17:02:00,2025-05-21 17:12:00,2025-05-21 17:16:42,Slightly Delayed,302.9,Cash on Delivery,81,1,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,4.7,0,38.7,12.78,17,Wednesday,Evening
8388852,4468638022,14579174,4.0,Product Quality,Positive,2024-08-04 10:15:00,Bangalore,560204,2023-05-14,Regular,28,307.6,1250,5,118.97,2024-08-01 10:15:00,2024-08-01 10:25:00,2024-08-01 10:20:42,On Time,700.44,Debit Card,31,27,15,Daily Needs Offer,All Users,SMS,172,7,1,326.14,861.01,2.64,-4.3,0,134.11,19.15,10,Thursday,Morning
6291716,2444624204,82126254,2.0,Delivery,Negative,2024-11-14 17:26:00,Bangalore,560388,2023-12-16,Regular,37,386.92,1299,2,150.27,2024-11-10 17:26:00,2024-11-10 17:41:00,2024-11-10 17:42:48,Slightly Delayed,523.46,Credit Card,199,53,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,1.8,0,91.63,17.5,17,Sunday,Evening
3539216,8656126297,78827345,4.0,Delivery,Positive,2025-02-24 22:22:00,Delhi,110369,2024-07-11,Regular,36,334.76,1375,4,38.45,2025-02-22 22:22:00,2025-02-22 22:52:00,2025-02-22 22:56:36,Slightly Delayed,258.63,UPI,49,68,11,Instant Delivery Offer,New Users,Email,250,11,1,509.1,2301.12,4.52,4.6,0,28.07,10.85,22,Saturday,Night
1573142,2134114650,12262397,5.0,Pricing,Positive,2024-09-26 15:18:00,Gurgaon,122824,2024-02-22,Gold,90,671.85,1157,1,265.07,2024-09-23 15:18:00,2024-09-23 15:33:00,2024-09-23 15:35:12,Slightly Delayed,410.78,UPI,182,65,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,2.2,0,64.59,15.72,15,Monday,Lunch
2097431,7805469019,41949031,5.0,Delivery,Positive,2024-09-04 14:57:00,Pune,411268,2024-04-07,Regular,22,233.86,1021,1,112.5,2024-09-02 14:57:00,2024-09-02 15:07:00,2024-09-02 15:04:18,On Time,201.8,Credit Card,191,42,7,Festive Essentials Sale,Premium Users,Facebook,216,7,1,529.02,2354.16,4.45,-2.7,0,14.43,7.15,14,Monday,Lunch
9961752,4244373857,62364589,2.0,Product Quality,Negative,2024-10-12 08:02:00,Ahmedabad,380668,2024-09-27,Gold,131,624.98,1096,4,92.85,2024-10-11 08:02:00,2024-10-11 08:22:00,2024-10-11 08:33:18,Significantly Delayed,668.13,UPI,141,17,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,11.3,1,111.35,16.67,8,Friday,Morning
6816027,7909540199,26004549,5.0,Delivery,Positive,2025-06-23 19:36:00,Mumbai,400353,2023-11-01,Gold,122,384.39,1418,2,118.99,2025-06-20 19:36:00,2025-06-20 19:46:00,2025-06-20 19:45:30,On Time,328.98,UPI,258,77,5,Referral Program,New Users,Instagram,626,12,1,199.02,879.65,4.42,-0.5,0,44.96,13.67,19,Friday,Evening
4194589,5708317032,80078230,4.0,Delivery,Positive,2024-10-07 19:49:00,Jaipur,302797,2023-07-23,Gold,81,402.85,1037,1,115.43,2024-10-06 19:49:00,2024-10-06 20:19:00,2024-10-06 20:23:06,Slightly Delayed,168.73,Wallet,258,60,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,4.1,0,6.5,3.85,19,Sunday,Evening
7471393,6922436969,93256236,4.0,Delivery,Positive,2024-08-20 18:09:00,Chennai,600957,2024-03-31,Gold,117,728.34,1308,4,101.1,2024-08-17 18:09:00,2024-08-17 18:39:00,2024-08-17 18:37:00,On Time,322.57,UPI,200,21,16,App Push Notification,Existing Users,Influencer Campaign,148,6,1,198.1,582.41,2.94,-2.0,0,43.42,13.46,18,Saturday,Evening
6684967,3353739628,72905820,5.0,Delivery,Positive,2025-04-13 22:15:00,Kolkata,700717,2024-01-19,Gold,152,748.46,1214,3,169.66,2025-04-10 22:15:00,2025-04-10 22:35:00,2025-04-10 22:41:42,Slightly Delayed,850.84,Cash on Delivery,251,83,2,Weekend Special,Premium Users,Social Media,403,8,1,227.78,437.33,1.92,6.7,0,170.2,20.0,22,Thursday,Night
2621737,4336910701,39977230,5.0,Delivery,Positive,2024-12-24 13:55:00,Ahmedabad,380262,2023-08-24,Gold,148,446.36,1192,2,175.04,2024-12-22 13:55:00,2024-12-22 14:05:00,2024-12-22 14:03:06,On Time,2435.469776640002,UPI,11,17,8,Raksha Bandhan Deals,All Users,Social Media,650,15,1,291.71,1228.11,4.21,-1.9,0,550.51,22.6,13,Sunday,Lunch
5374250,8266842486,86855955,3.0,Delivery,Neutral,2025-02-22 17:43:00,Delhi,110288,2024-02-23,Gold,159,730.42,1100,4,119.42,2025-02-21 17:43:00,2025-02-21 17:53:00,2025-02-21 17:59:18,Slightly Delayed,762.27,UPI,39,1,11,Instant Delivery Offer,New Users,Email,250,11,1,509.1,2301.12,4.52,6.3,0,148.94,19.54,17,Friday,Evening
8126762,9028501879,86911977,5.0,Product Quality,Positive,2025-04-20 21:52:00,Delhi,110281,2023-10-12,Regular,31,376.81,1424,3,211.02,2025-04-19 21:52:00,2025-04-19 22:02:00,2025-04-19 21:59:36,On Time,973.54,Credit Card,178,1,13,Email Campaign,All Users,YouTube,531,14,1,587.1,2465.83,4.2,-2.4,0,199.65,20.51,21,Saturday,Evening
8782127,4460904836,92272218,2.0,Delivery,Negative,2024-11-06 19:06:00,Kolkata,700709,2023-12-18,Gold,165,613.39,1388,1,89.67,2024-11-04 19:06:00,2024-11-04 19:21:00,2024-11-04 19:34:12,Significantly Delayed,182.68,UPI,86,23,4,Flash Sale,Premium Users,Google Ads,545,9,1,262.65,630.36,2.4,13.2,1,-5.16,-2.82,19,Monday,Evening
6422836,4229038474,32128316,4.0,Product Quality,Positive,2024-07-28 18:14:00,Kolkata,700776,2023-10-23,Gold,169,652.59,1479,1,181.26,2024-07-26 18:14:00,2024-07-26 18:24:00,2024-07-26 18:28:42,Slightly Delayed,309.55,UPI,29,23,3,Festival Offer,New Users,SMS,344,7,1,187.87,462.16,2.46,4.7,0,40.29,13.02,18,Friday,Evening
7209268,5568463250,38896842,4.0,Delivery,Positive,2024-11-02 18:56:00,Hyderabad,500604,2023-02-22,Regular,40,364.84,1107,3,176.12,2024-10-29 18:56:00,2024-10-29 19:16:00,2024-10-29 19:14:42,On Time,1056.76,Cash on Delivery,240,75,10,Diwali Bonanza,New Users,Email,177,7,1,179.37,335.43,1.87,-1.3,0,219.62,20.78,18,Tuesday,Evening
